song_title,artist_name,lyrics
24 carat Gold AC full pe so cold
160 di speed steering pe pura hold
Teri yaad tadpaave gaddi shool uddi jaave
Gaddi te gaddi te gaddi over take kari jaave
Ek hazaar mile lamba faasla tha baby
Tujhse doori lamba faasla
Aur tune kiya crazy
Ab tu yun na sharma baby
C’mon be my lovely lady
Main koi ghair nhi tera bair nahi
Tera aashiq hu baby aan..
Aashiqui mein baby
Duniya-daari sab bhul gaya
Casanova boy tere lakk de ishare te dul gaya
Aashiqui mein baby
Duniya-daari sab bhul gaya
Casanova boy tere lakk de ishare te dul gaya
Yaar mittar kehn lag pay ne
Aajkal Ranjha mainu
Ranjha banana chaunda ae me bhi heeriye nu
Heeriye gaddi leke aaya Ranjha
Tere mure ghar de
Tere mure ghar de
Heeriye gaddi leke aaya Ranjha
Tere mure ghar de
Tere mure ghar de
Baby one thousand miles
Gaddi drive karke aaya
Tere ghar pe main tere ghar pe (x3)
Tere ghar pe..
Main tere ghar pe..
Thousand miles gaddi drive
Thousand miles gaddi drive
Thousand miles gaddi drive
Thousand miles gaddi drive
Thousand miles, thousand miles…
Thousand thousand thousand…
Saari raat, teri raah udigde mere nain
Is it life, I want, I could’t understand
Saari raat, teri raah udigde mere nain
Is it life, I want, I could’t understand
Could’t understand
Could’t understand.."
One Bottle Down,Yo Yo Honey Singh,"[Round 1: Real Deal]
You two are in trouble
You better hope Christ don't carry a grudge and count your Jewish rebuttals
Now Dirtbag I'm getting pissed, you're on my shit list
Real talk I'm getting pissed
You'll be on it, once I get you off of Schindler's List
[Fresco]
Yo, yo, yo, he is a dirtbag (oh yeah?)
But that's because he cocks his mother
If he wanted something hot for supper he'd have to lock and cuff her
He said he wanted to stop last winter, he didn't want a brother
Until he got a box of rubbers as a stocking stuffer
[Real Deal]
Oy vey! Soul Khan you've been losing battles a lot
And since you're Jewish you can appreciate how much your value has dropped
But me? I'm ahead of my game
Your style should come patented with Rhetoric's name
And Dan, how come you look like a vagabond but your wife's always the one catching the train?
[Fresco]
Oh, oh, that's prolly cause this motherfucker was born in a manger
(Real talk?)
Not cause he's a Lord or a savior
His parents just thought that that shit was normal behavior
Yo fuck that, your Jewish bargaining tactics are never gonna work
Try to haggle me for a Real Deal and ended up with Dirt
[Round 1: Soul Khan]
This shit's a vacation for me, I'm in the O to burn my salary
We can shave our beards, Real Deal can't grow a personality
Yo, he a good dude though, I'd hate to give him second place
They say nice guys finish last...all over Fresco's face
[Dirtbag Dan]
This kid got kicked out seminary for gay sex
And this guy looks like 80% of every preliminary rape sketch
Aye, tell your buddy K-Fed to get an AIDS test and don't lie
He's one of those dudes that raped you on that pinball machine in Boys Don't Cry
[Soul Khan]
Now Fresco the type of dude to get AIDS by reflex
And then drop a clothing line called H.I.V. necks
Yo, we California bred, how the fuck are we supposed to fear
A Pittsburgh Pirate and a rectal Buccaneer
[Dirtbag Dan]
Stop stop
Hey, let's be honest
I'm feeling Kid Caustic's wordplay
Wait a minute, you're not Caustic, he has more of a bird face
[Round 2: Real Deal]
Yo, motherfucka...fuck it, whatever you was rapping was weak
He's from Woodland Hills, they named it after his cheek
Let that shit sink in a little bit
[Fresco]
Yo, yo check it out
This is how we Jew it
Yo, yo he knows Jew-jitsu and Jew-do
Your favorite movie is Juno
You back that ass up listening to Jew-vie
In a pair of pink daisy dukes that say Jew-cy
[Real Deal]
Hey, this motherfucker was frozen in ice for most of his life
So he ain't prepared to battle
I flew from Florida, Southwest
He flew south east on a pterodactyl
[Fresco]
And that fact that you shaved your beard means you're not so smart
Looking like you fuck dudes on the down low dressed as Groucho Marx
[Real Deal]
Did you know Soul Khan's a fiend?
And he rolls with his dealer here, ahh Dustface
He thinks he plays ball cause he gotta slide in Dirt to touch base
You grew a playoff beard but you suck at every damn sport
I'll take a shit in your Brown Bag and burn it on Dan's porch
[Fresco]
Eh, fuck your entire verse Simon Birch
Go get your tools up
Help rebuild Jebodiah's church or fucking drown in a school bus faggot
[Round 2: Dirtbag Dan]
Our battle, was a classic match up between two of the finest
Your battle, was a one sided rape fest; domestic violence
[Soul Khan]
Don't ever you fucking mention Brown Bag in your lines
I sold motherfucking more records than both you faggots combined!
[Soul Khan]
Y'all heard Real Deal's music? Like the Plight of Trevor Weller
All your beats sound like they produced by motherfucking Hellen Keller
I've heard of generic motherfuckers, he's as plain as they come
You're Trevor, your kid's Trevor, you even suck at naming your son
[Dirtbag Dan]
How original is he with the names?
I mean, Real Deal, original ain't that?
About as original as a Myspace photo shoot of you writing raps on the train tracks
[Soul Khan]
I say this, if Fresco's tracks, that shit'll just paid for y'all
I'd rather get kicked in the taint or balls than listen to Clarisa explain it all
And you ever making gay jokes with yo' feminine habits
Well that's like the pot calling the kettle a faggot
[Dirtbag Dan]
Honestly, I feel like we're giving him a thrashing
We should be giving him a thrashing
He takes so much dastardly dick
When he takes a shit it sounds like Muttley laughing
[Soul Khan]
And I know this might sound a little homophobic
But you're the only dude I know who's ever owned a glow stick
[Round 3: Fresco]
Yo, yo, yo I don't wanna battle with you two fucking hoes
That Muttley line's dope, Madness told it to me two months ago
Soul you're a sad soul
When he thinks when Dan raps it's a bitch
Cause every time he cuts you off you have a flashback to your bris
[Real Deal]
Soul Khan smells like shit, honestly foul
I told dude, ""Get in the shower"" and tossed him a towel
He said, ""Uh huh. You fooled my people once I won't fall for it now.""
I bet you karaoke Adam Sandler's Hanukkah song and you know every word
Picture him at gay bars, showing up slurred
Louis and Ogre from Nerds
[Fresco]
Aye, but we had his Jewish broad
She was tasting the cock
And after three hours of breaking her box
We had her down on all fours puking up bagels and lox
See, you're gay as AIDS and you suck in the cipher
And you're David Spade after a month of Survivor
But lost your razor blade when you were hunting a tiger
[Real Deal]
I think this Virgin Mary needs a purse to carry
And when it comes to rappers, you make Dumbfoundead look as much as a mercenary as fucking Dirty Harry
And you're not getting pussy, blame them
And if the shit isn't clear...look who the fuck's face is on the flier and look how many women in here
And when Soul Khan's piping Dan, he's like, ""Chill out when you start to take it.""
While he's target aiming on his tramp stamp of the Star Of David
[Round 3: Soul Khan]
You honey drippers ain't a match for Daniel and Khan
Here's your relationship in three words, Bed, Bath & Beyond
Time been tough for Real Deal he been feeling wrecked by the stress or nah-
He been wrecked by the stress building
Until he got a job as a bodyguard protecting Perez Hilton
[Dirtbag Dan]
This motherfucker was in the 'Zay trying to get chicks and he got all bitter
Cause they were like, ""Let's go fuck."" And he was like, ""Nah, let's go scissor.""
Honestly, when it comes to me and Khan beating y'all, bro no prob
And I appreciate y'all trying to grow facial hair, we call that ""homoflage""
[Soul Khan]
I got the voice of a goddamn beast
You got the voice of a drama coach
Here's the Real Deal
Five bucks for five nuts in yo' mama's throat
And I'll say this, they asked me for a favor
I'd be an asshole if I said no
So by the power invested in me I now pronounce you man and Fresco
[Round 4: Fresco]
Yo, yo, yo this motherfucking rabbi's pathetic
Every time he performs the entire crowd turns anti-semitic
If he needs attention he has to go on a chatline to get it
Cause ass from a black guy is something you can't buy with credit
[Real Deal]
Dirt, Dirt, real talk, how long are you arms?
Cause that'd make a perfect addition to the cross in my yard
And I swear to God, Grind Time has got us rap battling faggots
Thanks for this wack album of trash Zach Galifianakis
[Fresco]
Aye, I could fire in the sky like it's not for no reason
Pop, your dome's leaking, my shots are Soul seeking
[Real Deal]
Ayo, and we can flip shit and rip it with yo' name
Cause on the way to Auschwitz there was no dancing on Soul Train
[Fresco]
Eh, Dan said he piped a Mexican broad but I don't think so
Cause you speak Spanish so you realize that no means no
But to your wife, yes means yes and no means rape
And maybe means I'm giving her a protein shake
[Round 4: Dirtbag Dan]
You know what? Honestly, you guys keep fucking around and it's the world's end
I'ma hold your ass down while Soul Khan beats the fuck outta your girlfriend
[Soul Khan]
If I slap Fresco he'd release a deafening queef
I have to say ""no homo"" after every single sentence you speak
Real Deal murdered you, you continue to nut hug
My papa was a rolling stone, yours is a butt plug
[Dirtbag Dan]
A fucking cross on your yard kid? You must really like me
Go out there, pull it out, and pray to daddy nightly
[Soul Khan]
Yo Real Deal, this might be a sore subject for me to tread on
But I don't think your son is gonna like his new step mom
Y'all some mark ass new jacks, we were born for doing this
If Grind Time was Voltron, Fresco would form the uterus
[Dirtbag Dan]
Yo, he rolls with a squad of broads but never wants to bang out
Cause all the chicks wanna do with dudes is go shopping and hang out
I mean, come clean bro
You kick it with a bunch of teen hoes
Who only really let you hang out cause you let 'em borrow your clean clothes
[Soul Khan]
And Real Deal got a jersey of Roberto Clemente
That's really sweet and fine
But here you gon' be like him and die before you reach your prime"
Millionaire,Yo Yo Honey Singh,"[Intro]
Yeah, aan
[Chorus]
Italy di maid, fat cigars
Pull up like a sheikh
Chauffeured cars, tailored suits
Lakhan de pair
I'm motherfucking millionaire
Foreign di deals mote dinars
I got dirty money, super powers
Munda aa rare, karda ni care
I'm motherfucking millionaire
Italy di maid, fat cigars
Pull up like a sheikh
Chauffeured cars, tailored suits
Lakhan de pair (Yeah)
I'm motherfucking millionaire (Aan, aan)
[Verse 1]
Munda top da brand agg lagi hui stocks nu (Stocks nu)
Redbull naal glasi khamb lage mere thoughts nu (Thoughts nu, thoughts nu)
Dus saal ho gaye ajj vi
Ohna de zehan ch main rent free (Rent free, rent free)
Pole dance roz main karaunda
Billo unglan te opps nu (Opps nu, haha)
Oh chaunde rеply munda dinda naiyo shit koi
Mere naal muqable ch hunda naiyo fit koi
Oh ajj vi nе label'an de rehnde jutte chattde
Tan vi mere zikr bina na geet hit koi
Aa, fan base mera jivein cult koi
Ghodiyan banaunde bole galt koi
Bina gallon nahiyon OG-OG hundi
Neetan naal geetan da result ohi
[Chorus]
Only Boss Schools, Uche udaars
Kaddi spaceship trip to mars
Banda top brand mehange ne share
Flying kisses on from everywhere
Italy di maid, fat cigars
Pull up like a sheikh
Chauffeured cars, tailored suits
Lakhan de pair
I'm motherfucking millionaire
Foreign di deals mote dinars
I got dirty money, super powers
Munda aa rare, karda ni care (Yeah, yeah)
I'm motherfucking millionaire (Aan, aan)
[Verse 2]
​Life saddi rich-rich notaan de racks mein
Oh kehnde money evil, check your facts man
Oh maarde ne rehnde chhala jehde networth te
Ohna annually methon leke jande taxmen
Alpha te sigma da munda billo mel nai
On a new level, ik minute di vi vel nai
I don’t know where je geet koi sitda
Main badeyan di hype nu haan karda derail ni
[Chorus]
Only thick chicks on radar
Fly karaan private sochaan ton paar
Kaun jaane vair, kinne affair
I'm motherfucking millionaire
Italy di maid, fat cigars
Pull up like a sheikh
Chauffeured cars, tailored suits
Lakhan de pair
I'm motherfucking millionaire
Foreign di deals mote dinars
I got dirty money, super powers
Munda aa rare, karda ni care
I'm motherfucking millionaire
Italy di maid, fat cigars
Pull up like a sheikh
Chauffeured cars, tailored suits
Lakhan de pair
I'm motherfucking millionaire (Yeah, aan)
Foreign di deals (That's right), mote dinars (He-haha)
I got dirty money, super powers (One and only)
Munda aa rare, karda ni care (It's your boy)
I'm motherfucking millionaire (Kehndi ""Yo Yo Honey Singh"")
[Outro]
Haa, yeah baby
Haha
Wooh"
Achko Machko,Yo Yo Honey Singh,"[00:00:00]
Oh shit, I guess we're starting
The mic is where my heart is
I know what my part is
I hear my own voice
I make my own choice
I guess, we're fuckin' doing it
The horse is out the gates
It's time to start the race
Shoutout to Kathy Bates and also Betty White
All the people, if you're the type
I wanna say that you're equal on the mic
But nobody's equal to me
Nobody is coming for my neck
I am looking for respect
I'm not looking for a check
Unless it is for my friends
That's why we're doing this
To make some pennies
And maybe make amends
Sailors in the sea might get the bends
That is my fuckin' dream
To go with James Cameron in a submarine
To the bottom of the ocean
Rocking forth with the motion
Me and Jimmy Cameron, sipping on some potion
Sharing our emotion
Daring you to fuck with us
At the sea, at a deep water vent
But we don't got the bends, we're not bent
I think that's what I'm meant to do
Me and my crew
Gigantic, looking to cross the sea
For the Titanic
Oh shit, you mean they found it?
Already? They'd abounded with treasure?
Man, that doesn't give me pleasure
I don't know how to measure
How I feel about that shit
But that won't make me quit
In my quest, to scour the deep sea
Like, you and me?
Searching for an angle, mangled
The corpse in the Bermuda Triangle
Maybe looking for Amelia Earhart's plane
We're like ""oh, shit, what remains""
And
Then we get to the bottom
Amelia Earhart's like ""oh, shit, got em!""
You didn't know, but I was an immortal
I just stepped through this fucking spacetime portal
Shuffled off my fucking mortal coil
Mortal Kombat, you know that I'm oil
All my fuckin' blood, but I got a loyal
And you know, I am not gonna take a foil
To my head in a little tin cap shape
Because you know I'm great
I popped the grape
But I'm not on some conspiracies
I'm just trying to see what's up in the seas
